cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age,compressive_strength
176.1,155.07,111.39,172.01,15.52,825.97,611.93,14,18.94
323.21,276.16,186.14,137.35,22.93,1030.48,592.08,7,53.24
536.38,263.31,7.24,145.0,9.17,906.56,613.22,14,51.18
101.76,11.54,124.29,138.64,24.25,804.98,641.43,180,29.71
107.3,204.62,91.55,225.34,20.15,853.68,693.58,180,12.06
536.96,55.39,4.05,211.63,25.2,971.66,954.6,14,53.25
357.24,337.85,49.91,188.94,8.03,907.09,798.49,7,41.94
155.84,60.08,23.7,168.67,20.19,1039.56,910.35,28,24.08
494.81,224.96,43.36,206.9,4.92,883.03,927.0,90,62.37
487.37,117.12,54.91,225.68,11.64,1066.61,885.45,3,38.39
335.93,230.32,80.26,234.56,23.18,898.83,747.34,90,51.44
373.59,148.0,105.81,191.11,20.21,1014.2,937.27,365,54.93
220.2,272.71,0.2,226.59,6.01,1075.73,888.3,180,27.25
122.23,82.81,32.37,186.47,27.47,933.02,888.75,28,26.12
361.61,325.18,18.71,181.69,1.71,816.15,952.43,7,46.21
229.69,179.58,109.93,232.51,19.05,984.73,830.66,7,27.92
391.99,271.44,65.81,170.23,31.48,1143.42,802.49,90,64.29
467.95,305.05,109.68,171.47,17.01,1134.3,947.85,28,60.3
107.99,358.58,44.36,159.64,25.62,876.25,772.69,1,13.98
362.11,80.4,4.85,187.43,19.05,1060.72,916.25,90,51.26
201.76,102.99,188.27,190.83,25.06,919.01,611.65,3,27.48
484.51,89.91,21.66,205.86,20.98,855.29,590.52,365,70.23
211.61,94.37,25.37,175.97,22.12,1029.74,802.37,14,29.6
368.74,209.1,29.31,148.32,7.29,972.8,619.59,14,41.94
343.56,356.67,196.26,232.69,23.74,986.03,982.57,1,41.94
274.31,355.51,123.53,164.98,7.61,1085.45,592.21,3,28.85
398.15,189.11,122.06,239.98,31.38,916.11,878.7,365,72.47
419.34,229.41,197.34,146.96,7.29,1030.15,687.84,28,52.2
349.45,308.73,17.69,192.81,7.57,926.34,978.96,365,58.43
433.71,334.92,194.9,189.76,27.48,814.74,743.38,365,82.0
532.7,73.19,40.8,227.72,7.78,930.42,600.97,1,39.51
284.48,189.75,124.61,138.05,11.55,1127.76,600.83,14,44.6
326.42,298.99,84.02,238.29,22.87,966.73,812.46,180,50.85
105.49,108.85,76.79,189.09,5.08,837.34,986.66,28,2.0
450.25,157.89,186.25,196.19,5.09,1037.3,983.87,28,51.49
328.9,353.84,29.85,186.32,15.56,1132.37,725.58,56,59.97
279.5,353.63,199.41,124.68,7.8,1113.24,784.05,90,45.13
141.39,325.29,75.83,184.62,7.54,997.33,630.38,365,32.2
491.45,286.64,129.75,154.26,0.3,929.82,799.92,180,70.4
273.8,96.62,193.58,164.55,11.85,1000.33,831.08,56,40.88
400.34,115.19,11.52,204.38,10.18,1081.5,690.93,56,48.74
165.72,196.47,184.57,184.7,1.0,1097.13,836.07,14,18.89
523.08,201.32,113.56,132.12,19.88,1082.5,951.68,3,57.06
178.51,181.48,140.88,129.5,20.05,957.14,590.38,90,49.9
187.8,228.56,29.84,144.14,2.27,841.01,682.03,1,16.39
477.95,146.59,106.68,144.82,10.15,996.36,674.39,90,67.7
501.54,268.95,134.7,199.08,27.93,853.97,639.8,28,66.41
193.34,119.74,91.25,143.12,18.63,821.03,656.77,180,41.94
306.71,118.71,31.0,234.62,13.18,972.04,841.62,365,49.61
422.74,45.67,48.82,147.27,14.88,1026.1,631.28,28,47.57
486.48,67.75,170.88,131.85,6.66,1094.68,886.89,56,60.74
266.78,305.34,6.89,233.85,25.98,1070.08,946.58,28,41.64
327.49,160.22,141.77,158.39,29.25,1095.75,962.49,14,49.15
426.36,81.8,199.88,175.3,29.14,1062.22,855.39,1,49.89
421.7,272.6,1.5,244.67,7.17,1042.62,669.35,1,29.54
444.5,198.88,32.21,242.77,9.94,803.5,624.29,90,58.59
350.77,7.6,134.83,212.94,5.14,1016.01,683.27,365,49.5
146.03,113.57,12.0,128.96,9.83,841.57,976.71,1,15.84
497.75,63.54,117.96,197.13,10.65,820.24,976.86,7,46.65
480.85,235.46,136.8,248.58,20.26,853.96,743.53,56,65.74
451.16,98.74,117.63,243.1,6.07,1084.04,720.97,90,54.08
143.94,23.32,73.04,133.78,29.42,1056.63,795.02,90,41.13
189.93,19.72,139.46,171.48,3.3,1127.33,707.26,90,29.52
427.18,208.84,118.86,161.02,0.22,1137.75,983.82,1,28.84
110.18,7.8,41.53,136.86,27.36,1108.18,678.93,7,20.11
530.86,304.72,112.63,210.32,22.52,845.86,738.4,28,66.8
265.94,55.79,176.38,155.6,11.37,1103.04,762.61,1,29.0
416.5,217.76,133.37,164.83,19.06,1089.33,640.28,14,57.18
490.53,159.64,94.36,131.75,7.15,1100.52,743.9,14,50.24
273.64,158.98,64.32,184.74,5.39,852.33,934.41,365,44.24
240.42,25.78,17.18,140.56,15.08,840.29,646.43,7,32.86
367.85,288.19,48.93,176.17,11.3,1118.71,824.78,365,61.1
355.64,320.61,2.24,138.63,19.69,859.97,753.47,90,64.35
280.02,3.95,197.33,244.0,6.98,927.17,658.56,90,36.34
364.78,64.12,44.5,138.85,21.21,957.31,594.96,180,65.09
511.57,324.5,162.98,187.85,24.54,842.93,699.88,180,79.68
305.76,197.27,33.73,145.61,5.33,807.12,614.86,7,35.96
186.57,53.86,56.72,129.93,1.4,1142.96,741.46,14,21.01
265.97,72.8,83.66,146.3,14.07,1102.45,915.7,28,41.14
273.41,236.94,64.88,127.12,24.77,1114.76,879.31,365,68.12
157.69,260.21,159.67,138.12,20.82,898.17,970.85,1,22.42
171.66,215.19,191.54,184.15,22.46,875.94,761.66,28,35.35
401.21,342.18,175.06,204.74,12.89,946.92,874.54,3,44.89
249.37,177.37,30.72,131.35,7.52,956.4,857.47,3,28.38
520.16,107.8,155.34,177.33,17.02,801.93,677.25,90,74.23
207.18,171.33,29.59,195.56,6.54,1068.84,712.04,3,21.4
143.53,129.12,182.68,150.45,23.24,1143.85,802.99,180,40.18
431.54,80.57,103.58,168.37,6.3,982.4,910.26,365,62.62
487.66,16.5,67.28,129.34,9.32,933.95,775.65,90,57.26
222.37,126.44,31.41,148.62,16.21,935.5,681.55,3,26.21
188.92,255.4,2.36,180.68,15.57,833.15,989.37,3,22.36
181.74,6.62,49.59,248.76,19.23,891.83,636.46,14,20.05
329.69,157.67,182.8,249.51,14.0,973.24,974.27,28,45.72
306.1,231.2,159.45,247.35,29.42,948.99,915.24,180,53.96
214.15,219.14,193.96,175.0,26.88,988.04,927.24,14,43.61
119.88,278.82,20.15,130.49,28.13,1092.93,909.56,3,21.34
311.86,290.98,118.44,162.06,20.14,877.71,673.68,365,59.99
522.11,255.5,51.43,150.9,20.32,809.54,844.3,365,82.0
387.11,36.9,108.59,121.84,19.49,813.19,894.21,56,63.18
318.02,170.53,64.09,132.38,13.92,846.29,889.77,90,54.11
148.7,216.62,56.69,178.91,10.31,996.82,699.17,365,36.8
211.07,88.16,114.77,164.16,18.94,1078.82,662.81,28,38.92
229.7,15.28,36.66,143.45,0.82,1105.95,721.91,3,23.92
436.51,80.27,93.83,213.09,0.24,1019.11,782.9,56,50.5
485.75,163.31,130.16,166.43,27.25,939.08,820.66,28,60.23
496.72,148.6,25.64,230.74,1.49,853.31,926.45,180,66.16
533.21,63.42,186.12,151.33,16.79,938.49,899.15,90,72.92
532.24,295.97,101.14,189.99,19.68,914.68,861.81,28,64.21
519.32,332.32,163.91,143.94,6.34,1100.16,695.92,14,54.72
131.6,72.28,130.78,184.39,28.66,967.92,782.51,14,22.51
160.63,333.72,142.0,139.82,6.08,878.04,724.85,56,32.37
233.97,6.41,143.23,141.01,28.3,899.64,684.44,56,48.78
343.28,332.06,175.02,199.59,24.42,847.08,594.12,28,58.54
142.67,341.74,122.72,154.29,7.7,1116.91,726.46,28,23.32
472.15,4.33,55.64,142.41,4.82,817.37,692.96,365,58.32
371.37,273.92,19.9,240.87,10.12,804.43,819.9,7,40.23
338.64,348.3,121.25,125.59,12.73,863.13,615.05,3,41.16
172.74,325.22,13.27,193.47,7.87,1079.75,698.75,180,34.31
211.43,348.48,48.26,191.27,31.96,980.6,608.0,365,51.35
170.54,197.57,12.14,152.58,7.35,1015.92,847.85,56,28.5
474.85,28.06,109.78,178.86,26.58,923.42,818.41,14,60.48
357.06,305.07,32.07,131.41,5.09,823.69,725.67,14,47.37
423.46,220.36,122.08,213.77,31.37,1095.37,649.23,28,58.8
230.25,220.69,158.17,148.82,7.22,866.2,975.08,1,18.92
263.35,149.79,164.38,145.14,13.49,811.41,824.93,28,42.57
278.14,205.29,61.91,160.93,17.87,997.58,863.0,7,40.34
434.41,55.14,109.79,237.31,3.85,828.73,803.6,7,39.66
439.84,265.58,112.6,223.54,26.14,833.04,914.23,56,62.26
191.0,26.93,94.58,243.1,8.79,1076.13,950.34,365,32.11
514.28,261.99,131.02,204.76,17.58,969.61,743.85,3,59.26
153.09,304.78,42.02,206.18,17.59,883.32,867.39,365,37.34
494.29,169.62,195.85,182.4,19.28,920.28,682.41,28,56.08
144.17,183.03,19.62,237.67,1.78,1051.59,852.05,365,20.13
216.4,112.08,165.84,186.41,5.4,822.89,750.46,14,33.82
472.45,348.04,118.82,166.16,5.16,840.19,592.73,365,64.64
178.98,263.19,48.97,203.25,9.67,1012.61,974.12,56,28.3
281.97,132.47,149.14,191.0,4.64,1009.41,939.11,90,40.81
297.94,62.76,16.9,136.12,29.5,1135.5,706.92,56,54.11
207.91,78.83,154.88,171.05,16.41,929.22,991.1,28,34.7
412.51,166.55,118.0,160.73,19.95,822.45,717.49,28,61.37
474.59,338.38,22.15,230.09,11.44,985.45,774.46,180,65.56
484.81,263.56,15.9,169.25,8.84,1020.23,932.21,180,70.71
249.3,77.27,150.17,226.8,16.1,848.16,712.45,1,20.36
333.57,308.58,58.59,177.51,9.42,990.74,771.12,90,50.62
209.3,135.77,177.86,217.96,11.0,868.23,857.57,180,34.88
207.71,305.77,152.41,137.59,14.49,1091.43,642.45,90,39.11
170.95,86.77,139.64,240.2,16.18,1088.13,759.78,28,21.16
513.61,222.1,55.72,182.47,31.5,948.22,714.38,14,73.93
490.72,332.67,141.79,153.77,7.15,1133.53,862.06,90,67.46
442.04,92.58,189.63,151.39,15.62,1138.02,644.66,56,62.93
327.77,248.76,18.31,154.46,4.78,844.59,683.56,14,38.13
315.87,354.45,65.23,167.67,11.2,926.86,875.97,14,42.99
333.09,54.06,46.93,213.28,22.95,1007.11,652.8,14,46.25
336.09,31.74,78.65,243.45,5.58,829.27,759.65,1,30.1
291.21,242.04,148.47,206.97,18.6,932.02,876.58,1,37.59
157.97,121.97,94.85,191.13,13.33,890.1,897.72,1,11.71
155.29,25.58,114.15,178.32,1.65,1128.46,628.14,14,12.31
518.99,170.63,62.83,227.67,29.86,942.0,932.5,28,66.73
312.09,270.6,28.26,230.46,13.24,1063.12,881.04,14,35.38
519.41,102.36,53.39,158.09,25.09,933.41,726.4,365,71.59
171.97,120.28,171.94,243.94,13.32,845.48,897.05,7,8.62
343.94,303.61,120.48,171.36,30.0,1097.79,882.78,14,55.57
191.4,186.71,75.6,224.01,9.3,800.14,831.56,7,15.86
211.4,302.54,157.98,245.69,13.19,819.3,814.51,7,17.92
113.22,160.25,12.89,211.48,24.28,925.71,885.35,56,14.48
152.34,342.12,50.78,141.0,11.0,1036.98,991.7,7,22.09
503.41,233.64,46.02,196.2,11.66,917.89,822.58,7,46.79
241.47,41.61,197.07,135.44,31.83,822.88,915.1,90,52.84
367.58,317.75,141.22,222.59,17.78,909.65,889.2,180,60.18
304.61,175.65,123.56,156.57,22.06,884.52,934.03,3,37.33
276.2,50.85,1.0,210.38,20.59,801.87,973.72,3,31.92
334.03,54.82,36.86,238.31,26.49,984.51,667.62,7,31.78
182.39,246.82,127.11,143.53,27.58,840.24,656.51,56,37.2
534.99,17.01,75.94,171.07,18.02,899.19,825.71,365,73.05
460.06,102.89,184.86,204.13,9.43,1021.21,770.62,3,43.29
426.31,50.18,152.94,174.56,0.73,1050.16,819.43,1,34.0
306.25,158.35,89.48,142.73,19.66,890.89,910.81,28,46.54
167.27,148.75,149.9,123.78,26.42,913.57,964.55,365,48.67
505.09,187.35,195.08,172.86,14.42,885.18,757.8,28,61.62
250.21,100.39,92.2,204.4,5.27,1130.13,878.61,365,41.2
122.05,11.5,128.51,194.62,9.22,865.73,669.11,56,18.01
250.66,220.56,183.73,140.31,16.32,863.2,804.89,1,30.09
449.56,134.16,49.73,178.59,26.77,953.54,598.77,14,56.92
373.99,233.83,177.31,168.03,5.5,865.31,792.51,90,64.12
430.37,39.01,19.51,155.65,19.59,854.06,809.23,28,53.36
449.2,4.95,129.69,214.81,24.11,833.08,885.65,3,48.4
193.26,89.14,156.57,160.25,29.95,1020.86,851.09,3,32.67
506.46,163.9,122.92,190.22,3.73,1011.17,734.08,56,60.47
292.72,141.47,99.11,240.02,29.64,1024.31,592.3,28,46.83
381.17,290.9,123.47,190.11,19.25,1066.79,636.43,56,59.27
101.02,135.64,30.33,200.21,24.53,912.59,981.17,14,5.29
537.08,190.43,43.11,129.52,1.72,1116.86,960.78,14,51.27
223.59,213.07,53.98,143.16,16.2,1052.96,720.69,56,44.18
127.31,7.84,119.56,133.12,19.92,1077.62,694.06,1,19.58
301.64,184.93,88.38,219.43,9.82,1048.73,765.44,14,40.36
156.77,123.79,48.9,228.67,13.81,923.67,867.36,14,14.32
167.02,151.24,176.56,144.24,17.74,897.65,733.44,180,45.87
378.2,36.0,74.78,148.51,17.68,945.77,617.05,90,52.71
272.89,281.03,89.21,162.02,1.34,833.48,751.92,14,33.26
505.62,338.32,81.94,196.84,14.06,955.69,694.76,7,59.24
240.43,7.99,36.39,200.83,6.84,814.88,720.62,7,26.99
419.52,215.89,146.33,209.28,29.33,801.36,655.51,3,48.12
302.88,274.22,89.69,237.68,31.25,1121.37,854.85,7,41.88
390.38,102.25,3.25,158.36,9.59,1037.82,801.71,90,61.53
363.87,282.73,192.8,205.64,5.61,993.84,698.89,1,33.91
308.02,227.02,163.15,192.76,7.02,917.68,812.65,1,35.68
518.03,333.57,144.71,159.76,15.29,996.84,788.07,28,66.47
250.79,352.18,173.82,237.96,27.98,1107.59,909.98,7,39.84
177.98,15.2,181.36,132.41,16.0,1025.07,974.31,180,40.71
398.36,159.73,67.5,212.56,1.77,1007.86,642.53,90,52.66
472.24,196.37,122.19,214.62,1.28,958.77,945.33,90,61.27
117.71,52.68,121.76,238.99,7.28,919.27,873.33,28,2.0
297.84,120.73,53.46,187.42,26.97,1041.0,868.41,14,42.63
492.69,354.57,44.39,161.81,19.89,1138.44,740.47,14,65.43
429.83,5.83,22.78,227.61,18.01,946.54,728.25,3,38.93
536.4,162.45,131.86,220.21,10.21,935.31,592.27,56,59.86
333.82,302.51,156.18,185.04,29.74,947.7,984.85,180,70.57
390.4,116.28,152.19,219.82,10.6,946.81,833.82,7,44.93
233.09,172.25,63.26,154.82,26.72,1141.77,751.74,1,28.96
516.92,351.12,41.05,196.64,28.67,1043.84,808.6,56,73.86
261.19,170.48,90.72,232.47,15.47,923.92,606.29,14,27.77
424.94,47.0,109.36,161.34,28.62,928.17,659.81,180,65.08
277.38,18.57,183.82,182.86,8.86,948.62,840.59,180,46.12
